1:27:22 AM	SIG#590	[1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1]	pk=1	len=64
1:27:10 AM	SIG#589–589	[1,1]	pk=1	len=undefined
1:27:09 AM	SIG#588	[1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1]	pk=1	len=19
1:27:04 AM	SIG#586–587	[1,1,0,1,1]	pk=1	len=undefined
1:27:02 AM	SIG#585	[1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1]	pk=1	len=18
1:26:43 AM	SIG#579–584	[1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1]	pk=1	len=undefined
1:26:41 AM	SIG#578	[1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1]	pk=1	len=28
1:26:28 AM	SIG#572–577	[2,1,0,2,1,0,0,1,0,0,1,0,1,1,0,0,1,1]	pk=2	len=undefined
1:26:28 AM	SIG#571	[2,0,1,0,0,0,2,0,1,0,0,0,2,0,1,0,2,0,2,0,1,0,2,1,2,0,1,0,2,1,0,0,1,0,2,1,0,0,1,0,2,1]	pk=2	len=42
1:26:07 AM	SIG#566–570	[1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2]	pk=2	len=undefined
1:26:07 AM	SIG#565	[1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1]	pk=1	len=22
1:26:03 AM	SIG#564	[1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1]	pk=1	len=18
1:25:59 AM	SIG#563	[2,0,1,0,0,0,2,0,1,0,0,0,2,0,1,0,1,0,2,0,1,0,1,1,2,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1]	pk=2	len=42
1:25:43 AM	SIG#559–562	[1,0,1,0,0,0,0,2,0,2]	pk=2	len=undefined
1:25:42 AM	SIG#558	[1,2,0,1,0,0,1,2,0,1,0,0,1,2,0,1,0,0,1,2,0,1,0,0,0,2,0,1]	pk=2	len=28
1:25:31 AM	SIG#553–557	[2,0,2,0,1,0,0,1,2,0,1,2]	pk=2	len=undefined
1:25:30 AM	SIG#552	[1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,2,1,1,0,1,0,2,0,1,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,2]	pk=2	len=141
1:24:44 AM	SIG#540–551	[1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1]	pk=1	len=undefined
1:24:43 AM	SIG#539	[1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1]	pk=1	len=27
1:24:33 AM	SIG#534–538	[1,1,0,0,1,0,1,1,0,1]	pk=1	len=undefined
1:24:32 AM	SIG#533	[1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1]	pk=1	len=17
1:24:28 AM	SIG#532	[1,1,0,0,1,0,1,1,0,0,1,2,1,1,0,0,1,2,2,1,0,0,1,2,2,0,0,0,1,2,2,0,0,0,1,2,2,0,0,1,1,2,2,0,0,1,0,2,2,0,0,1,0,0,2,0,0,1]	pk=2	len=58
1:24:16 AM	SIG#531–531	[1,1]	pk=1	len=undefined
1:24:15 AM	SIG#530	[1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1]	pk=1	len=44
1:23:47 AM	SIG#519–529	[1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1]	pk=1	len=undefined
1:23:47 AM	SIG#518	[1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1]	pk=1	len=42
1:23:31 AM	SIG#513–517	[1,0,1,0,1,0,0,1,0,0,1]	pk=1	len=undefined
1:23:31 AM	SIG#512	[1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1]	pk=1	len=42
1:22:51 AM	SIG#494–511	[1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1]	pk=1	len=undefined
1:22:50 AM	SIG#493	[1,2,0,0,0,1,1,2,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,0,2,0,1,0,1,0,2,0,1,0,0,0,2,0,1,0,0,0,2,0,1]	pk=2	len=58
1:22:39 AM	SIG#492	[1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,1,0,1,2,0,0,1,0,1,2,0,0,1,0,1,2]	pk=2	len=44
1:22:30 AM	SIG#491	[2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1]	pk=2	len=43
1:22:03 AM	SIG#479–490	[1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,2,0,2,0,2]	pk=2	len=undefined
1:22:02 AM	SIG#478	[1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1]	pk=1	len=27
1:21:46 AM	SIG#473–477	[1,2,0,1,2,0,2,0,0,0,0,0,0,1,0,1,1]	pk=2	len=undefined
1:21:46 AM	SIG#472	[1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,1,0,1,2,0,0,1,0,1,2,0,0,1,0,1,2]	pk=2	len=44
1:21:14 AM	SIG#459–471	[1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,2,0,2,0,1,2,0,0,1,0,1,0,0,1]	pk=2	len=undefined
1:21:14 AM	SIG#458	[1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1]	pk=1	len=28
1:21:01 AM	SIG#454–457	[2,0,2,0,0,0,0,0,1,0,1]	pk=2	len=undefined
1:20:59 AM	SIG#453	[1,2,1,0,0,0,1,2,1,1,0,0,1,2,1,1,1,0,1,2,1,1,1,0,1,2,1,1,1,0,2,2,1,1,1,0,2,0,1,1,1,0,2,0,0,1,1,0,2,0,0,0,1,0,2]	pk=2	len=55
1:20:39 AM	SIG#448–452	[1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,2]	pk=2	len=undefined
1:20:39 AM	SIG#447	[1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,1,0,1,0,2,0,1,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,1,2,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1]	pk=2	len=119
1:20:11 AM	SIG#443–446	[1,1,0,1,1,0,1,1,0,1]	pk=1	len=undefined
1:20:11 AM	SIG#442	[2,0,1,0,0,0,2,0,1,1,0,0,2,0,1,1,0,0,2,0,1,1,0,0,2,0,1,1]	pk=2	len=28
1:20:01 AM	SIG#438–441	[2,1,0,2,1,0,2,1,0,0,2]	pk=2	len=undefined
1:20:00 AM	SIG#437	[1,0,2,0,0,0,1,0,2,1,0,0,1,0,2,1,0,0,1,0,2,1,0,0,1,0,2,1]	pk=2	len=28
1:19:50 AM	SIG#433–436	[1,0,1,0,0,1,1,0,1]	pk=1	len=undefined
